index,pdb,prot_chain,na_chain,expected_filename,found_path,exists,size,prot_chain_count,na_chain_count,note
205,6VZ2,b,d,6VZ2_b_d.cif,datasets/PRI30k/PDBs/6VZ2_b_d.cif,True,399384,1190,3883,orig
206,6VZ2,f,d,6VZ2_f_d.cif,datasets/PRI30k/PDBs/6VZ2_f_d.cif,True,380029,936,3883,orig
207,6VZ2,g,d,6VZ2_g_d.cif,datasets/PRI30k/PDBs/6VZ2_g_d.cif,True,388403,1043,3883,orig
208,6VZ2,M,A,6VZ2_M_A.cif,datasets/PRI30k/PDBs/6VZ2_M_A.cif,True,384453,7345,11710,orig
209,6VZ2,n,d,6VZ2_n_d.cif,datasets/PRI30k/PDBs/6VZ2_n_d.cif,True,531472,2860,3883,orig
210,6VZ2,v,d,6VZ2_v_d.cif,datasets/PRI30k/PDBs/6VZ2_v_d.cif,True,482334,2232,3883,orig
211,6VZ2,x,d,6VZ2_x_d.cif,datasets/PRI30k/PDBs/6VZ2_x_d.cif,True,449470,1818,3883,orig
212,5J8A,C0,CB,5J8A_C0_CB.cif,datasets/PRI30k/PDBs/5J8A_C0_CB.cif,True,248936,449,2598,orig
213,5J8A,CF,CB,5J8A_CF_CB.cif,datasets/PRI30k/PDBs/5J8A_CF_CB.cif,True,328699,1410,2709,orig
214,5J8A,CN,CB,5J8A_CN_CB.cif,datasets/PRI30k/PDBs/5J8A_CN_CB.cif,True,300894,1075,2668,orig
215,5J8A,CP,CB,5J8A_CP_CB.cif,datasets/PRI30k/PDBs/5J8A_CP_CB.cif,True,285705,892,2653,orig
216,5J8A,CW,CB,5J8A_CW_CB.cif,datasets/PRI30k/PDBs/5J8A_CW_CB.cif,True,274251,754,2634,orig
217,5J8A,CX,CB,5J8A_CX_CB.cif,datasets/PRI30k/PDBs/5J8A_CX_CB.cif,True,258896,569,2609,orig
218,5J8A,D0,DB,5J8A_D0_DB.cif,datasets/PRI30k/PDBs/5J8A_D0_DB.cif,True,276878,484,2810,orig
219,5J8A,DF,DB,5J8A_DF_DB.cif,datasets/PRI30k/PDBs/5J8A_DF_DB.cif,True,351690,1425,2810,orig
220,5J8A,DN,DB,5J8A_DN_DB.cif,datasets/PRI30k/PDBs/5J8A_DN_DB.cif,True,334754,1173,2810,orig
221,5J8A,DP,DB,5J8A_DP_DB.cif,datasets/PRI30k/PDBs/5J8A_DP_DB.cif,True,312016,947,2810,orig
222,5J8A,DW,DB,5J8A_DW_DB.cif,datasets/PRI30k/PDBs/5J8A_DW_DB.cif,True,298487,784,2810,orig
223,5J8A,DX,DB,5J8A_DX_DB.cif,datasets/PRI30k/PDBs/5J8A_DX_DB.cif,True,288050,617,2810,orig
224,4HT8,A,I,4HT8_A_I.cif,datasets/PRI30k/PDBs/4HT8_A_I.cif,True,53102,2100,217,orig
225,4HT8,B,I,4HT8_B_I.cif,datasets/PRI30k/PDBs/4HT8_B_I.cif,True,51278,610,217,orig
226,4HT8,B,K,4HT8_B_K.cif,datasets/PRI30k/PDBs/4HT8_B_K.cif,True,48770,610,134,orig
227,4HT8,C,K,4HT8_C_K.cif,datasets/PRI30k/PDBs/4HT8_C_K.cif,True,46942,1318,134,orig
228,4HT8,D,K,4HT8_D_K.cif,datasets/PRI30k/PDBs/4HT8_D_K.cif,True,47326,542,134,orig
229,4HT8,E,I,4HT8_E_I.cif,datasets/PRI30k/PDBs/4HT8_E_I.cif,True,51506,756,217,orig
230,4HT8,E,K,4HT8_E_K.cif,datasets/PRI30k/PDBs/4HT8_E_K.cif,True,48998,743,134,orig
231,4HT8,F,I,4HT8_F_I.cif,datasets/PRI30k/PDBs/4HT8_F_I.cif,True,50898,497,217,orig
232,4WSM,41,2K,4WSM_41_2K.cif,datasets/PRI30k/PDBs/4WSM_41_2K.cif,True,260210,2022,1695,orig
233,4WSM,41,16,4WSM_41_16.cif,datasets/PRI30k/PDBs/4WSM_41_16.cif,True,336224,2163,3742,orig
234,4WSM,45,1L,4WSM_45_1L.cif,datasets/PRI30k/PDBs/4WSM_45_1L.cif,True,247608,1513,1863,orig
235,4WSM,45,1J,4WSM_45_1J.cif,datasets/PRI30k/PDBs/4WSM_45_1J.cif,True,310356,1591,2619,orig
236,4WSM,49,2L,4WSM_49_2L.cif,datasets/PRI30k/PDBs/4WSM_49_2L.cif,True,264955,1972,1714,orig
237,4WSM,49,1J,4WSM_49_1J.cif,datasets/PRI30k/PDBs/4WSM_49_1J.cif,True,340070,2079,2619,orig
238,4WSM,65,1J,4WSM_65_1J.cif,datasets/PRI30k/PDBs/4WSM_65_1J.cif,True,290934,1434,2619,orig
239,4WSM,6E,3K,4WSM_6E_3K.cif,datasets/PRI30k/PDBs/4WSM_6E_3K.cif,True,221871,1157,1646,orig
240,4WSM,88,1K,4WSM_88_1K.cif,datasets/PRI30k/PDBs/4WSM_88_1K.cif,True,245532,1453,1864,orig
241,4WSM,88,16,4WSM_88_16.cif,datasets/PRI30k/PDBs/4WSM_88_16.cif,True,307688,1639,3391,orig
242,4WSM,8E,2K,4WSM_8E_2K.cif,datasets/PRI30k/PDBs/4WSM_8E_2K.cif,True,222162,1009,1695,orig
243,4WSM,A8,16,4WSM_A8_16.cif,datasets/PRI30k/PDBs/4WSM_A8_16.cif,True,287680,881,3323,orig
244,4WSM,D5,1J,4WSM_D5_1J.cif,datasets/PRI30k/PDBs/4WSM_D5_1J.cif,True,310771,1120,2619,orig
245,4WSM,E5,2L,4WSM_E5_2L.cif,datasets/PRI30k/PDBs/4WSM_E5_2L.cif,True,192560,629,1714,orig
246,4WSM,E5,1J,4WSM_E5_1J.cif,datasets/PRI30k/PDBs/4WSM_E5_1J.cif,True,270018,629,2619,orig
247,4WSM,H5,1J,4WSM_H5_1J.cif,datasets/PRI30k/PDBs/4WSM_H5_1J.cif,True,256655,468,2619,orig
248,4WSM,H8,16,4WSM_H8_16.cif,datasets/PRI30k/PDBs/4WSM_H8_16.cif,True,328024,1373,3650,orig
249,4WSM,I5,1J,4WSM_I5_1J.cif,datasets/PRI30k/PDBs/4WSM_I5_1J.cif,True,260556,515,2619,orig
250,4WSM,I8,2K,4WSM_I8_2K.cif,datasets/PRI30k/PDBs/4WSM_I8_2K.cif,True,191270,661,1695,orig
251,4WSM,I8,16,4WSM_I8_16.cif,datasets/PRI30k/PDBs/4WSM_I8_16.cif,True,269640,661,3274,orig
252,4WSM,J8,3K,4WSM_J8_3K.cif,datasets/PRI30k/PDBs/4WSM_J8_3K.cif,True,194348,748,1646,orig
253,4WSM,L8,16,4WSM_L8_16.cif,datasets/PRI30k/PDBs/4WSM_L8_16.cif,True,252502,452,3339,orig
254,4WSM,M8,16,4WSM_M8_16.cif,datasets/PRI30k/PDBs/4WSM_M8_16.cif,True,259144,533,3321,orig
255,6LNC,A,M,6LNC_A_M.cif,datasets/PRI30k/PDBs/6LNC_A_M.cif,True,225620,6655,4179,orig
256,6LNC,B,M,6LNC_B_M.cif,datasets/PRI30k/PDBs/6LNC_B_M.cif,True,294962,5298,5108,orig
257,6LNC,C,M,6LNC_C_M.cif,datasets/PRI30k/PDBs/6LNC_C_M.cif,True,309158,7574,5290,orig
258,6LNC,D,M,6LNC_D_M.cif,datasets/PRI30k/PDBs/6LNC_D_M.cif,True,310328,3017,5313,orig
259,6LNC,E,M,6LNC_E_M.cif,datasets/PRI30k/PDBs/6LNC_E_M.cif,True,309704,3631,5297,orig
260,6LNC,F,M,6LNC_F_M.cif,datasets/PRI30k/PDBs/6LNC_F_M.cif,True,309626,2688,5296,orig
261,6LNC,G,M,6LNC_G_M.cif,datasets/PRI30k/PDBs/6LNC_G_M.cif,True,310328,4054,5313,orig
262,6LNC,H,M,6LNC_H_M.cif,datasets/PRI30k/PDBs/6LNC_H_M.cif,True,408608,4714,6565,orig
263,3NDB,A,M,3NDB_A_M.cif,datasets/PRI30k/PDBs/3NDB_A_M.cif,True,284978,5807,6577,orig
264,3NDB,B,M,3NDB_B_M.cif,datasets/PRI30k/PDBs/3NDB_B_M.cif,True,502553,3678,9200,orig
265,7ZPQ,BC,3,7ZPQ_BC_3.cif,datasets/PRI30k/PDBs/7ZPQ_BC_3.cif,True,494615,2748,30132,orig
266,7ZPQ,BD,4,7ZPQ_BD_4.cif,datasets/PRI30k/PDBs/7ZPQ_BD_4.cif,True,399764,2351,17726,orig
267,7ZPQ,BF,4,7ZPQ_BF_4.cif,datasets/PRI30k/PDBs/7ZPQ_BF_4.cif,True,353837,1784,15309,orig
268,7ZPQ,Bg,3,7ZPQ_Bg_3.cif,datasets/PRI30k/PDBs/7ZPQ_Bg_3.cif,True,418151,0,24396,orig;low_chain_count
269,7ZPQ,BG,3,7ZPQ_BG_3.cif,,False,0,0,0,missing_file
270,7ZPQ,Bi,3,7ZPQ_Bi_3.cif,datasets/PRI30k/PDBs/7ZPQ_Bi_3.cif,True,338450,671,19303,orig
271,7ZPQ,BI,4,7ZPQ_BI_4.cif,datasets/PRI30k/PDBs/7ZPQ_BI_4.cif,True,352217,1764,14806,orig
272,7ZPQ,BJ,4,7ZPQ_BJ_4.cif,datasets/PRI30k/PDBs/7ZPQ_BJ_4.cif,True,318683,1350,14372,orig
273,7ZPQ,BJ,6,7ZPQ_BJ_6.cif,datasets/PRI30k/PDBs/7ZPQ_BJ_6.cif,True,240923,1350,10691,orig
274,7ZPQ,BK,3,7ZPQ_BK_3.cif,datasets/PRI30k/PDBs/7ZPQ_BK_3.cif,True,307343,0,18351,orig;low_chain_count
275,7ZPQ,Bk,3,7ZPQ_Bk_3.cif,datasets/PRI30k/PDBs/7ZPQ_BK_3.cif,True,307343,436,18351,upper_all
276,7ZPQ,BM,3,7ZPQ_BM_3.cif,datasets/PRI30k/PDBs/7ZPQ_BM_3.cif,True,411347,1720,24063,orig
277,7ZPQ,BO,3,7ZPQ_BO_3.cif,datasets/PRI30k/PDBs/7ZPQ_BO_3.cif,True,386723,1416,23882,orig
278,7ZPQ,BR,4,7ZPQ_BR_4.cif,datasets/PRI30k/PDBs/7ZPQ_BR_4.cif,True,325730,1437,14240,orig
279,7ZPQ,BS,4,7ZPQ_BS_4.cif,datasets/PRI30k/PDBs/7ZPQ_BS_4.cif,True,312689,1276,13590,orig
280,7ZPQ,BW,3,7ZPQ_BW_3.cif,datasets/PRI30k/PDBs/7ZPQ_BW_3.cif,True,350111,964,20529,orig
281,7ZPQ,BX,3,7ZPQ_BX_3.cif,datasets/PRI30k/PDBs/7ZPQ_BX_3.cif,True,351731,984,20227,orig
282,7UNR,2,B,7UNR_2_B.cif,datasets/PRI30k/PDBs/7UNR_2_B.cif,True,239222,14754,2565,orig
283,7UNR,3,B,7UNR_3_B.cif,datasets/PRI30k/PDBs/7UNR_3_B.cif,True,232013,10283,2558,orig
284,7UNR,F,v,7UNR_F_v.cif,datasets/PRI30k/PDBs/7UNR_F_v.cif,True,246998,1438,1638,orig
285,7UNR,F,B,7UNR_F_B.cif,datasets/PRI30k/PDBs/7UNR_F_B.cif,True,317063,1407,2676,orig
286,7UNR,i,v,7UNR_i_v.cif,datasets/PRI30k/PDBs/7UNR_i_v.cif,True,214841,1041,1638,orig
287,7UNR,O,B,7UNR_O_B.cif,datasets/PRI30k/PDBs/7UNR_O_B.cif,True,290981,6701,2637,orig
288,7UNR,Q,B,7UNR_Q_B.cif,datasets/PRI30k/PDBs/7UNR_Q_B.cif,True,274457,881,2618,orig
289,7UNR,X,B,7UNR_X_B.cif,datasets/PRI30k/PDBs/7UNR_X_B.cif,True,320141,1445,2689,orig
290,7UNR,Y,B,7UNR_Y_B.cif,datasets/PRI30k/PDBs/7UNR_Y_B.cif,True,249752,733,2576,orig
291,4QI2,A,E,4QI2_A_E.cif,datasets/PRI30k/PDBs/4QI2_A_E.cif,True,131554,4750,916,orig
292,4QI2,B,F,4QI2_B_F.cif,datasets/PRI30k/PDBs/4QI2_B_F.cif,True,128177,1389,386,orig
293,4QI2,C,G,4QI2_C_G.cif,datasets/PRI30k/PDBs/4QI2_C_G.cif,True,128809,3569,1043,orig
294,4QI2,D,H,4QI2_D_H.cif,datasets/PRI30k/PDBs/4QI2_D_H.cif,True,133634,1392,598,orig
295,6DU4,A,B,6DU4_A_B.cif,datasets/PRI30k/PDBs/6DU4_A_B.cif,True,274194,9829,1099,orig
296,7UNU,3,B,7UNU_3_B.cif,datasets/PRI30k/PDBs/7UNU_3_B.cif,True,232013,10278,2558,orig
297,7UNU,F,v,7UNU_F_v.cif,datasets/PRI30k/PDBs/7UNU_F_v.cif,True,246998,1438,1638,orig
298,7UNU,F,B,7UNU_F_B.cif,datasets/PRI30k/PDBs/7UNU_F_B.cif,True,317063,1407,2676,orig
299,7UNU,i,v,7UNU_i_v.cif,datasets/PRI30k/PDBs/7UNU_i_v.cif,True,214922,1042,1638,orig
300,7UNU,Q,B,7UNU_Q_B.cif,datasets/PRI30k/PDBs/7UNU_Q_B.cif,True,274538,882,2618,orig
301,7UNU,X,B,7UNU_X_B.cif,datasets/PRI30k/PDBs/7UNU_X_B.cif,True,320141,1445,2689,orig
302,8UU9,3,B,8UU9_3_B.cif,datasets/PRI30k/PDBs/8UU9_3_B.cif,True,232175,10122,2510,orig
303,8UU9,F,B,8UU9_F_B.cif,datasets/PRI30k/PDBs/8UU9_F_B.cif,True,297623,1232,2607,orig
304,8UU9,O,B,8UU9_O_B.cif,datasets/PRI30k/PDBs/8UU9_O_B.cif,True,283610,6564,2564,orig
305,8UU9,Q,B,8UU9_Q_B.cif,datasets/PRI30k/PDBs/8UU9_Q_B.cif,True,268058,867,2555,orig
306,8UU9,Y,B,8UU9_Y_B.cif,datasets/PRI30k/PDBs/8UU9_Y_B.cif,True,245378,734,2509,orig
307,6B14,H,R,6B14_H_R.cif,datasets/PRI30k/PDBs/6B14_H_R.cif,True,292764,2300,2549,orig
308,6B14,L,R,6B14_L_R.cif,datasets/PRI30k/PDBs/6B14_L_R.cif,True,289238,2428,2462,orig
309,5UYL,G,X,5UYL_G_X.cif,datasets/PRI30k/PDBs/5UYL_G_X.cif,True,220550,2279,1641,orig
310,5UYL,L,Y,5UYL_L_Y.cif,datasets/PRI30k/PDBs/5UYL_L_Y.cif,True,209819,1427,1863,orig
311,5UYL,U,V,5UYL_U_V.cif,datasets/PRI30k/PDBs/5UYL_U_V.cif,True,70409,721,423,orig
312,5UYL,Z,Y,5UYL_Z_Y.cif,datasets/PRI30k/PDBs/5UYL_Z_Y.cif,True,380405,3134,2135,orig
313,5OOL,6,B,5OOL_6_B.cif,datasets/PRI30k/PDBs/5OOL_6_B.cif,True,303083,14205,4145,orig
314,5OOL,8,B,5OOL_8_B.cif,datasets/PRI30k/PDBs/5OOL_8_B.cif,True,158540,5642,2129,orig
315,5OOL,f,B,5OOL_f_B.cif,datasets/PRI30k/PDBs/5OOL_f_B.cif,True,166808,915,2220,orig
316,5OOL,P,B,5OOL_P_B.cif,datasets/PRI30k/PDBs/5OOL_P_B.cif,True,185215,1525,2478,orig
317,8PV6,Ce,C2,8PV6_Ce_C2.cif,datasets/PRI30k/PDBs/8PV6_Ce_C2.cif,True,475624,2476,3631,orig
318,8PV6,CJ,C2,8PV6_CJ_C2.cif,datasets/PRI30k/PDBs/8PV6_CJ_C2.cif,True,528104,3116,3631,orig
319,8PV6,CL,C4,8PV6_CL_C4.cif,datasets/PRI30k/PDBs/8PV6_CL_C4.cif,True,252092,618,2681,orig
320,8PV6,Cz,C4,8PV6_Cz_C4.cif,datasets/PRI30k/PDBs/8PV6_Cz_C4.cif,True,273904,884,2681,orig
321,8PV6,LC,C2,8PV6_LC_C2.cif,datasets/PRI30k/PDBs/8PV6_LC_C2.cif,True,497682,2745,3631,orig
322,8PV6,LD,C4,8PV6_LD_C4.cif,datasets/PRI30k/PDBs/8PV6_LD_C4.cif,True,390611,2366,2681,orig
323,8PV6,LF,C4,8PV6_LF_C4.cif,datasets/PRI30k/PDBs/8PV6_LF_C4.cif,True,362828,2023,2681,orig
324,8PV6,LG,C2,8PV6_LG_C2.cif,datasets/PRI30k/PDBs/8PV6_LG_C2.cif,True,426752,1880,3631,orig
325,8PV6,Lh,C2,8PV6_Lh_C2.cif,datasets/PRI30k/PDBs/8PV6_Lh_C2.cif,True,354838,1003,3631,orig
326,8PV6,Lj,C2,8PV6_Lj_C2.cif,datasets/PRI30k/PDBs/8PV6_Lj_C2.cif,True,345982,699,3631,orig
327,8PV6,LJ,C4,8PV6_LJ_C4.cif,datasets/PRI30k/PDBs/8PV6_LJ_C4.cif,True,309692,1367,2681,orig
328,8PV6,LL,C2,8PV6_LL_C2.cif,datasets/PRI30k/PDBs/8PV6_LL_C2.cif,True,308344,0,3631,orig;low_chain_count
329,8PV6,Ll,C2,8PV6_Ll_C2.cif,datasets/PRI30k/PDBs/8PV6_LL_C2.cif,True,308344,436,3631,upper_all
330,8PV6,LN,C2,8PV6_LN_C2.cif,datasets/PRI30k/PDBs/8PV6_LN_C2.cif,True,412320,1767,3631,orig
331,8PV6,LP,C2,8PV6_LP_C2.cif,datasets/PRI30k/PDBs/8PV6_LP_C2.cif,True,382718,1343,3631,orig
332,8PV6,LS,C4,8PV6_LS_C4.cif,datasets/PRI30k/PDBs/8PV6_LS_C4.cif,True,314795,1430,2681,orig
333,8PV6,LT,C4,8PV6_LT_C4.cif,datasets/PRI30k/PDBs/8PV6_LT_C4.cif,True,293584,1124,2681,orig
334,8PV6,LX,C2,8PV6_LX_C2.cif,datasets/PRI30k/PDBs/8PV6_LX_C2.cif,True,363858,1113,3631,orig
335,8PV6,LY,C2,8PV6_LY_C2.cif,datasets/PRI30k/PDBs/8PV6_LY_C2.cif,True,359184,1228,3631,orig
336,7VTN,A,B,7VTN_A_B.cif,datasets/PRI30k/PDBs/7VTN_A_B.cif,True,537152,21240,3041,orig
337,7VTN,A,C,7VTN_A_C.cif,datasets/PRI30k/PDBs/7VTN_A_C.cif,True,477170,20295,8215,orig
338,6YWY,GG,ee,6YWY_GG_ee.cif,datasets/PRI30k/PDBs/6YWY_GG_ee.cif,True,317610,3523,345,orig
339,6YWY,II,bb,6YWY_II_bb.cif,datasets/PRI30k/PDBs/6YWY_II_bb.cif,True,501294,3994,2346,orig
340,6YWY,KK,ee,6YWY_KK_ee.cif,datasets/PRI30k/PDBs/6YWY_KK_ee.cif,True,194446,2021,345,orig
341,6YWY,TT,ee,6YWY_TT_ee.cif,datasets/PRI30k/PDBs/6YWY_TT_ee.cif,True,151337,1518,345,orig
342,6R7Q,C,8,6R7Q_C_8.cif,datasets/PRI30k/PDBs/6R7Q_C_8.cif,True,494129,13144,17527,orig
343,6R7Q,D,7,6R7Q_D_7.cif,datasets/PRI30k/PDBs/6R7Q_D_7.cif,True,396914,2677,14870,orig
344,6R7Q,F,7,6R7Q_F_7.cif,datasets/PRI30k/PDBs/6R7Q_F_7.cif,True,355634,1875,13128,orig
345,6R7Q,G,8,6R7Q_G_8.cif,datasets/PRI30k/PDBs/6R7Q_G_8.cif,True,412805,3677,15588,orig
346,6R7Q,h,8,6R7Q_h_8.cif,datasets/PRI30k/PDBs/6R7Q_h_8.cif,True,342659,1015,14099,orig
347,6R7Q,I,7,6R7Q_I_7.cif,datasets/PRI30k/PDBs/6R7Q_I_7.cif,True,338754,1848,12526,orig
348,6R7Q,J,2,6R7Q_J_2.cif,datasets/PRI30k/PDBs/6R7Q_J_2.cif,True,231002,1362,12491,orig
349,6R7Q,j,8,6R7Q_j_8.cif,datasets/PRI30k/PDBs/6R7Q_j_8.cif,True,317873,707,12821,orig
350,6R7Q,J,7,6R7Q_J_7.cif,datasets/PRI30k/PDBs/6R7Q_J_7.cif,True,314594,1362,12379,orig
351,6R7Q,L,8,6R7Q_L_8.cif,datasets/PRI30k/PDBs/6R7Q_L_8.cif,True,296813,178,12053,orig
352,6R7Q,l,8,6R7Q_l_8.cif,datasets/PRI30k/PDBs/6R7Q_L_8.cif,True,296813,463,12053,upper_all
353,6R7Q,N,8,6R7Q_N_8.cif,datasets/PRI30k/PDBs/6R7Q_N_8.cif,True,398387,3660,15542,orig
354,6R7Q,o,2,6R7Q_o_2.cif,datasets/PRI30k/PDBs/6R7Q_o_2.cif,True,198560,881,11993,orig
355,6R7Q,o,3,6R7Q_o_3.cif,datasets/PRI30k/PDBs/6R7Q_o_3.cif,True,198803,881,8397,orig
356,6R7Q,P,8,6R7Q_P_8.cif,datasets/PRI30k/PDBs/6R7Q_P_8.cif,True,365826,2003,13937,orig
357,6R7Q,S,7,6R7Q_S_7.cif,datasets/PRI30k/PDBs/6R7Q_S_7.cif,True,322594,1867,12048,orig
358,6R7Q,T,7,6R7Q_T_7.cif,datasets/PRI30k/PDBs/6R7Q_T_7.cif,True,309474,5358,11534,orig
359,6R7Q,X,8,6R7Q_X_8.cif,datasets/PRI30k/PDBs/6R7Q_X_8.cif,True,338933,968,13693,orig
360,6R7Q,y,3,6R7Q_y_3.cif,datasets/PRI30k/PDBs/6R7Q_y_3.cif,True,249023,1479,10685,orig
361,6R7Q,Y,8,6R7Q_Y_8.cif,datasets/PRI30k/PDBs/6R7Q_Y_8.cif,True,350921,1401,13785,orig
362,8E3I,B,E,8E3I_B_E.cif,datasets/PRI30k/PDBs/8E3I_B_E.cif,True,244293,6422,1124,orig
363,8E3I,C,E,8E3I_C_E.cif,datasets/PRI30k/PDBs/8E3I_C_E.cif,True,84594,2403,501,orig
364,7PMQ,A,F,7PMQ_A_F.cif,datasets/PRI30k/PDBs/7PMQ_A_F.cif,True,372649,13356,907,orig
365,7PMQ,A,G,7PMQ_A_G.cif,datasets/PRI30k/PDBs/7PMQ_A_G.cif,True,377028,13356,2425,orig
366,7PMQ,B,F,7PMQ_B_F.cif,datasets/PRI30k/PDBs/7PMQ_B_F.cif,True,372309,3948,907,orig
367,7PMQ,B,G,7PMQ_B_G.cif,datasets/PRI30k/PDBs/7PMQ_B_G.cif,True,372309,3948,2421,orig
368,7PMQ,C,E,7PMQ_C_E.cif,datasets/PRI30k/PDBs/7PMQ_C_E.cif,True,372649,8918,3055,orig
369,7PMQ,C,F,7PMQ_C_F.cif,datasets/PRI30k/PDBs/7PMQ_C_F.cif,True,368270,8918,907,orig
370,7PMQ,C,H,7PMQ_C_H.cif,datasets/PRI30k/PDBs/7PMQ_C_H.cif,True,368270,8918,1420,orig
371,7PMQ,D,E,7PMQ_D_E.cif,datasets/PRI30k/PDBs/7PMQ_D_E.cif,True,371034,3906,3046,orig
372,7PMQ,D,H,7PMQ_D_H.cif,datasets/PRI30k/PDBs/7PMQ_D_H.cif,True,371034,3906,1413,orig
373,3KTV,B,A,3KTV_B_A.cif,datasets/PRI30k/PDBs/3KTV_B_A.cif,True,258419,963,8827,orig
374,3KTV,B,C,3KTV_B_C.cif,datasets/PRI30k/PDBs/3KTV_B_C.cif,True,258905,994,8392,orig
375,3KTV,D,A,3KTV_D_A.cif,datasets/PRI30k/PDBs/3KTV_D_A.cif,True,259553,1844,8843,orig
376,3KTV,D,C,3KTV_D_C.cif,datasets/PRI30k/PDBs/3KTV_D_C.cif,True,260039,1005,6105,orig
377,3DLL,D,Z,3DLL_D_Z.cif,datasets/PRI30k/PDBs/3DLL_D_Z.cif,True,320594,1573,2644,orig
378,3DLL,J,Z,3DLL_J_Z.cif,datasets/PRI30k/PDBs/3DLL_J_Z.cif,True,295794,1090,2647,orig
379,3DLL,L,Z,3DLL_L_Z.cif,datasets/PRI30k/PDBs/3DLL_L_Z.cif,True,270914,1185,2630,orig
380,3DLL,S,Z,3DLL_S_Z.cif,datasets/PRI30k/PDBs/3DLL_S_Z.cif,True,316194,1657,2631,orig
381,3DLL,W,Z,3DLL_W_Z.cif,datasets/PRI30k/PDBs/3DLL_W_Z.cif,True,242514,424,2613,orig
382,2FMT,A,C,2FMT_A_C.cif,datasets/PRI30k/PDBs/2FMT_A_C.cif,True,324334,8202,6992,orig
383,2FMT,B,D,2FMT_B_D.cif,datasets/PRI30k/PDBs/2FMT_B_D.cif,True,326754,2724,1972,orig
384,2DU4,A,C,2DU4_A_C.cif,datasets/PRI30k/PDBs/2DU4_A_C.cif,True,420951,12504,8249,orig
385,6MUT,C,G,6MUT_C_G.cif,datasets/PRI30k/PDBs/6MUT_C_G.cif,True,214517,5924,1535,orig
386,6MUT,C,H,6MUT_C_H.cif,datasets/PRI30k/PDBs/6MUT_C_H.cif,True,210305,5988,728,orig
387,6MUT,D,G,6MUT_D_G.cif,datasets/PRI30k/PDBs/6MUT_D_G.cif,True,209333,2402,1500,orig
388,6MUT,D,H,6MUT_D_H.cif,datasets/PRI30k/PDBs/6MUT_D_H.cif,True,205121,2402,719,orig
389,6MUT,E,G,6MUT_E_G.cif,datasets/PRI30k/PDBs/6MUT_E_G.cif,True,211112,3120,1558,orig
390,6MUT,E,H,6MUT_E_H.cif,datasets/PRI30k/PDBs/6MUT_E_H.cif,True,207056,3120,762,orig
391,6MUT,F,G,6MUT_F_G.cif,datasets/PRI30k/PDBs/6MUT_F_G.cif,True,238958,2618,1582,orig
392,2ADC,A,B,2ADC_A_B.cif,datasets/PRI30k/PDBs/2ADC_A_B.cif,True,5299574,165480,79824,orig
393,2ADC,A,C,2ADC_A_C.cif,datasets/PRI30k/PDBs/2ADC_A_C.cif,True,5299574,165480,48543,orig
394,4WRA,41,2K,4WRA_41_2K.cif,datasets/PRI30k/PDBs/4WRA_41_2K.cif,True,257258,1951,1658,orig
395,4WRA,41,16,4WRA_41_16.cif,datasets/PRI30k/PDBs/4WRA_41_16.cif,True,337782,2171,3549,orig
396,4WRA,45,1J,4WRA_45_1J.cif,datasets/PRI30k/PDBs/4WRA_45_1J.cif,True,310605,1592,2629,orig
397,4WRA,49,2L,4WRA_49_2L.cif,datasets/PRI30k/PDBs/4WRA_49_2L.cif,True,259560,1944,1649,orig
398,4WRA,49,1J,4WRA_49_1J.cif,datasets/PRI30k/PDBs/4WRA_49_1J.cif,True,340900,2058,2629,orig
399,4WRA,62,3L,4WRA_62_3L.cif,datasets/PRI30k/PDBs/4WRA_62_3L.cif,True,252174,1780,1814,orig
400,4WRA,65,1J,4WRA_65_1J.cif,datasets/PRI30k/PDBs/4WRA_65_1J.cif,True,291764,1431,2629,orig
401,4WRA,6E,3K,4WRA_6E_3K.cif,datasets/PRI30k/PDBs/4WRA_6E_3K.cif,True,247484,1243,1807,orig
402,4WRA,82,2L,4WRA_82_2L.cif,datasets/PRI30k/PDBs/4WRA_82_2L.cif,True,217894,1265,1649,orig
403,4WRA,88,1K,4WRA_88_1K.cif,datasets/PRI30k/PDBs/4WRA_88_1K.cif,True,242170,1497,1826,orig
404,4WRA,88,16,4WRA_88_16.cif,datasets/PRI30k/PDBs/4WRA_88_16.cif,True,308918,1694,3379,orig
405,4WRA,8E,2K,4WRA_8E_2K.cif,datasets/PRI30k/PDBs/4WRA_8E_2K.cif,True,219128,1009,1658,orig
406,4WRA,A8,16,4WRA_A8_16.cif,datasets/PRI30k/PDBs/4WRA_A8_16.cif,True,288746,876,3283,orig
407,4WRA,D5,1J,4WRA_D5_1J.cif,datasets/PRI30k/PDBs/4WRA_D5_1J.cif,True,313178,1139,2629,orig
408,4WRA,E5,1J,4WRA_E5_1J.cif,datasets/PRI30k/PDBs/4WRA_E5_1J.cif,True,269437,612,2629,orig
409,4WRA,H5,1J,4WRA_H5_1J.cif,datasets/PRI30k/PDBs/4WRA_H5_1J.cif,True,257485,468,2629,orig
410,4WRA,H8,16,4WRA_H8_16.cif,datasets/PRI30k/PDBs/4WRA_H8_16.cif,True,331468,1397,3632,orig
411,4WRA,I5,1J,4WRA_I5_1J.cif,datasets/PRI30k/PDBs/4WRA_I5_1J.cif,True,261386,515,2629,orig
412,4WRA,I8,16,4WRA_I8_16.cif,datasets/PRI30k/PDBs/4WRA_I8_16.cif,True,266688,607,3268,orig
